0	1	0.00490695	0	0.00490695	0.00503823	0	0.00503823	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0.00135625	0	0.00135625	0.00141655	0	0.00141655	0	0	0	0	0	0	0	0	0	0	0	0
1	1	0.00208334	0	0.00208334	0.00218517	0	0.00218517	0	0	0	0	0	0	0	0	0	0	0	0
1	2	0.00102034	0	0.00102034	0.00107375	0	0.00107375	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0.00130944	3.66219e-05	0.00130896	0.00128465	3.6463e-05	0.00128415	0.0524638	0.00811294	0.0517268	0.0660111	0.00834913	0.0668823	0.0563739	0.0127688	0.0574213	0.0442402	0	0.0442402
2	2	0.000942255	2.52921e-05	0.000941937	0.000956868	1.9766e-05	0.000956673	0.0509555	0.0106158	0.0502831	0.0488604	0.0119364	0.0474131	0.0423245	0	0.0423245	0.0259536	0	0.0259536
3	1	0.00144651	0.000290845	0.00141806	0.00142075	0.000271997	0.00139361	0.0313258	0.0258665	0.020171	0.0273113	0.024392	0.0212109	0.022312	0.0074088	0.0231945	0.0170776	0.00580289	0.0177619
3	2	0.00148139	0.000370059	0.0014365	0.0015212	0.000314629	0.00148464	0.028433	0.0275056	0.0180586	0.023766	0.0253918	0.0184579	0.0176108	0.0100366	0.0197552	0.0116195	0.00800934	0.0137568
4	1	0.00207045	0.000512973	0.00200678	0.0020775	0.000443597	0.00202756	0.0363458	0.0354944	0.0163989	0.0329914	0.0346191	0.0152864	0.0250368	0.00964844	0.0266779	0.0162858	0.00572727	0.0165606
4	2	0.00265256	0.000939043	0.00246007	0.00279065	0.000884209	0.00250107	0.0341525	0.0362859	0.0143117	0.0375527	0.0385367	0.0152498	0.0189122	0.0132034	0.0207149	0.0119975	0.00963228	0.0140716
5	1	0.00142808	0.000420397	0.00127138	0.00145709	0.000446798	0.00137843	0.0235588	0.0234518	0.00823321	0.0359894	0.0352149	0.00899723	0.013362	0.0069624	0.013727	0.0122373	0.0056503	0.0130738
5	2	0.00311693	0.00090304	0.00297836	0.00238032	0.000929891	0.00217208	0.00872519	0.0126799	0.00939362	0.0242236	0.0266058	0.0117739	0.0130851	0.00967212	0.0156524	0.00874903	0.00698228	0.0109122
6	1	0.00152678	0.000581536	0.00139056	0.00161497	0.000587823	0.00148513	0.0220471	0.0223496	0.00691473	0.0203963	0.0210611	0.0074596	0.0137026	0.00802481	0.0154142	0.0100099	0.00636914	0.010298
6	2	0.00293407	0.00106987	0.00274254	0.00275062	0.000863578	0.00261824	0.00505525	0.0136517	0.0126434	0.0275494	0.0287052	0.0114798	0.0124694	0.0121998	0.01687	0.0103314	0.00713158	0.012237
7	1	0.00166618	0.000684779	0.00149448	0.00168378	0.00057362	0.0015682	0.0216184	0.0223677	0.00634827	0.0165466	0.0174312	0.00680088	0.0131336	0.00813399	0.0138482	0.0102041	0.00622254	0.0104778
7	2	0.00397752	0.00145584	0.00362965	0.00420393	0.00165001	0.00387293	0.0330387	0.036273	0.0129717	0.0354448	0.0389788	0.0173966	0.0146066	0.0126477	0.0182032	0.0135484	0.008475	0.0176948
8	1	0.00153524	0.000650152	0.00133025	0.00166317	0.000588609	0.00150432	0.0163185	0.0168177	0.0054711	0.0152088	0.0157815	0.00550613	0.0103291	0.00661819	0.0112423	0.00786917	0.00413156	0.00864645
8	2	0.0045128	0.00192992	0.00404271	0.00477284	0.00155892	0.00447853	0.0222024	0.0269967	0.0159735	0.0394139	0.0427907	0.0185425	0.0153251	0.00865002	0.0186836	0.0111182	0.00902423	0.0142897
9	1	0.00194199	0.000818462	0.00124655	0.00203371	0.000871879	0.00147379	0.0136725	0.0146876	0.00481075	0.0103153	0.0116348	0.0047735	0.00969658	0.00413821	0.0113307	0.00734056	0.0037646	0.00896742
9	2	0.0077565	0.00429577	0.00555004	0.00683597	0.00254358	0.0056765	0.0457305	0.0508041	0.0209684	0.0120397	0.0235205	0.0178755	0.0252315	0.00690621	0.0283703	0.0121477	0.00891043	0.0170627
10	1	0.0031658	0.00165573	0.0016824	0.00334892	0.00168946	0.00174949	0.00652237	0.00954189	0.00505662	0.022913	0.0238352	0.00646935	0.0108703	0.00430405	0.0131266	0.00857285	0.00396636	0.0106046
10	2	0.00843217	0.00603185	0.00543454	0.0159965	0.001655	0.00790018	0.0863216	0.126483	0.0936716	0.079969	0.0791179	0.0278688	0.0378912	0.00737776	0.0521096	0.0259084	0.00889751	0.0262409
11	1	0.00381972	0.00171078	0.00145629	0.00381981	0.00177777	0.00174588	0.013724	0.0158103	0.00586368	0.0153908	0.0175327	0.00585122	0.00874263	0.00132858	0.0098855	0.00641365	0.00315819	0.00817075
11	2	0.0120649	0.00897867	0.00391787	0.0202873	0.0109302	0.0070797	0.0709472	0.0750047	0.0304192	0.0664436	0.251438	0.0858158	0.0345661	0.0111815	0.0386141	0.0189023	0.0106628	0.0275919
12	1	0.00554585	0.00283147	0.0013311	0.00569106	0.00279036	0.0016004	0.0123353	0.014982	0.00446104	0.0102863	0.0132877	0.00466769	0.00647846	0.00405881	0.00851349	0.00518595	0.00204101	0.00694688
12	2	0.0324747	0.0209135	0.0143277	0.0297878	0.0162918	0.00963451	0.224745	0.223757	0.044832	0.0404919	0.0677269	0.0475562	0.0505242	0.0112363	0.0596067	0.0437969	0.0151257	0.101304
13	1	0.00953247	0.00530715	0.00178391	0.00948214	0.00526852	0.00203476	0.0141798	0.0203442	0.00452876	0.0181202	0.0210412	0.00574967	0.00570813	0.00340601	0.00961171	0.00467005	0.00370469	0.00807861
13	2	0.0544138	0.0276294	0.0184641	0.0706849	0.0451243	0.00447603	0.0448029	0.0921477	0.0670691	0.196196	0.235107	0.164345	0.0627592	0	0.0857983	0.0893455	0.0280448	0.10436
14	1	0.0107344	0.00578823	0.00193304	0.0107979	0.00620773	0.0017434	0.00996178	0.0200925	0.00562733	0.0106892	0.0203172	0.00717781	0.00713083	0.00531695	0.0115772	0.00447062	0.00246122	0.00787073
14	2	0.090894	0.07386	0	0.107114	0.0611907	0.0224201	0.318243	0.684958	0.704974	0.0980247	0.326174	0.0942665	0.108159	0.0245206	0.13111	0.127621	0.232874	0.263486
